ID,target
year_week_429_store_1_category_0,5.081404364984463
year_week_430_store_1_category_0,4.663439094112067
year_week_431_store_1_category_0,5.099866427824199
year_week_432_store_1_category_0,5.117993812416755
year_week_429_store_1_category_1,2.4849066497880004
year_week_430_store_1_category_1,2.8903717578961645
year_week_431_store_1_category_1,2.4849066497880004
year_week_432_store_1_category_1,2.4849066497880004
year_week_429_store_1_category_10,5.240820670791329
year_week_430_store_1_category_10,5.064106546443906
year_week_431_store_1_category_10,5.200268930138684
year_week_432_store_1_category_10,5.391757617306094
year_week_429_store_1_category_11,3.2188758248682006
year_week_430_store_1_category_11,3.332204510175204
year_week_431_store_1_category_11,3.332204510175204
year_week_432_store_1_category_11,3.4965075614664802
year_week_429_store_1_category_12,7.801016041208794
year_week_430_store_1_category_12,7.6675105563797175
year_week_431_store_1_category_12,7.771651040372735
year_week_432_store_1_category_12,7.477328198313375
year_week_429_store_1_category_13,6.894670039433482
year_week_430_store_1_category_13,6.877296071497429
year_week_431_store_1_category_13,6.951772164398911
year_week_432_store_1_category_13,7.109062135687172
year_week_429_store_1_category_14,8.502282578680484
year_week_430_store_1_category_14,8.446126742982377
year_week_431_store_1_category_14,8.427049641563272
year_week_432_store_1_category_14,8.280711075662847
year_week_429_store_1_category_15,9.764691922380896
year_week_430_store_1_category_15,9.716397926545325
year_week_431_store_1_category_15,9.759783519320887
year_week_432_store_1_category_15,9.584372878042634
year_week_429_store_1_category_16,6.926577033222725
year_week_430_store_1_category_16,6.843749949006225
year_week_431_store_1_category_16,6.8416154764775925
year_week_432_store_1_category_16,6.672032945461067
year_week_429_store_1_category_17,7.800193795033612
year_week_430_store_1_category_17,7.742372958893459
year_week_431_store_1_category_17,7.721945057050026
year_week_432_store_1_category_17,7.617202882843556
year_week_429_store_1_category_18,9.647756241316175
year_week_430_store_1_category_18,9.586857158128455
year_week_431_store_1_category_18,9.633252393688068
year_week_432_store_1_category_18,9.446281681520253
year_week_429_store_1_category_19,6.858219392080612
year_week_430_store_1_category_19,6.728196701642564
year_week_431_store_1_category_19,6.882602585570814
year_week_432_store_1_category_19,6.700508440232393
year_week_429_store_1_category_2,4.700480365792417
year_week_430_store_1_category_2,4.499809670330265
year_week_431_store_1_category_2,4.574710978503383
year_week_432_store_1_category_2,4.564348191467836
year_week_429_store_1_category_20,6.077293554123645
year_week_430_store_1_category_20,6.1712537334902455
year_week_431_store_1_category_20,6.073122867437799
year_week_432_store_1_category_20,5.984301455816238
year_week_429_store_1_category_21,0.0
year_week_430_store_1_category_21,0.0
year_week_431_store_1_category_21,0.0
year_week_432_store_1_category_21,0.0
year_week_429_store_1_category_22,3.2188758248682006
year_week_430_store_1_category_22,3.4657359027997265
year_week_431_store_1_category_22,4.23410650459726
year_week_432_store_1_category_22,3.7376696182833684
year_week_429_store_1_category_23,7.811971405328476
year_week_430_store_1_category_23,7.725725986009408
year_week_431_store_1_category_23,7.679874920860095
year_week_432_store_1_category_23,7.491697898332439
