ID,target
year_week_425_store_1_category_0,5.170483995038151
year_week_426_store_1_category_0,5.225746673713202
year_week_427_store_1_category_0,5.44673737166631
year_week_428_store_1_category_0,4.919980925828125
year_week_429_store_1_category_0,5.081404364984463
year_week_430_store_1_category_0,4.663439094112067
year_week_431_store_1_category_0,5.099866427824199
year_week_432_store_1_category_0,5.117993812416755
year_week_425_store_1_category_1,3.091042453358316
year_week_426_store_1_category_1,2.70805020110221
year_week_427_store_1_category_1,2.3978952727983707
year_week_428_store_1_category_1,2.4849066497880004
year_week_429_store_1_category_1,2.4849066497880004
year_week_430_store_1_category_1,2.8903717578961645
year_week_431_store_1_category_1,2.4849066497880004
year_week_432_store_1_category_1,2.4849066497880004
year_week_425_store_1_category_10,5.263177116968296
year_week_426_store_1_category_10,5.188201104679232
year_week_427_store_1_category_10,5.262866344373056
year_week_428_store_1_category_10,5.046337002295269
year_week_429_store_1_category_10,5.240820670791329
year_week_430_store_1_category_10,5.064106546443906
year_week_431_store_1_category_10,5.200268930138684
year_week_432_store_1_category_10,5.391757617306094
year_week_425_store_1_category_11,3.828641396489095
year_week_426_store_1_category_11,3.8918202981106265
year_week_427_store_1_category_11,3.6888794541139363
year_week_428_store_1_category_11,3.8066624897703196
year_week_429_store_1_category_11,3.2188758248682006
year_week_430_store_1_category_11,3.332204510175204
year_week_431_store_1_category_11,3.332204510175204
year_week_432_store_1_category_11,3.4965075614664802
year_week_425_store_1_category_12,7.760333175413115
year_week_426_store_1_category_12,7.768073998845644
year_week_427_store_1_category_12,7.637490384949264
year_week_428_store_1_category_12,7.567759240948828
year_week_429_store_1_category_12,7.801016041208794
year_week_430_store_1_category_12,7.6675105563797175
year_week_431_store_1_category_12,7.771651040372735
year_week_432_store_1_category_12,7.477328198313375
year_week_425_store_1_category_13,6.90975328164481
year_week_426_store_1_category_13,6.773080375655535
year_week_427_store_1_category_13,6.910750787961936
year_week_428_store_1_category_13,6.879355804460439
year_week_429_store_1_category_13,6.894670039433482
year_week_430_store_1_category_13,6.877296071497429
year_week_431_store_1_category_13,6.951772164398911
year_week_432_store_1_category_13,7.109062135687172
year_week_425_store_1_category_14,8.481566013773087
year_week_426_store_1_category_14,8.508959386489133
year_week_427_store_1_category_14,8.488999457045455
year_week_428_store_1_category_14,8.496582237512113
year_week_429_store_1_category_14,8.502282578680484
year_week_430_store_1_category_14,8.446126742982377
year_week_431_store_1_category_14,8.427049641563272
year_week_432_store_1_category_14,8.280711075662847
year_week_425_store_1_category_15,9.796403608183413
year_week_426_store_1_category_15,9.764378691856686
year_week_427_store_1_category_15,9.776264449320117
year_week_428_store_1_category_15,9.729879244893525
year_week_429_store_1_category_15,9.764691922380896
year_week_430_store_1_category_15,9.716397926545325
year_week_431_store_1_category_15,9.759783519320887
year_week_432_store_1_category_15,9.584372878042634
year_week_425_store_1_category_16,6.931471805599453
year_week_426_store_1_category_16,6.8416154764775925
year_week_427_store_1_category_16,6.870053411798126
year_week_428_store_1_category_16,6.859614903654202
year_week_429_store_1_category_16,6.926577033222725
year_week_430_store_1_category_16,6.843749949006225
year_week_431_store_1_category_16,6.8416154764775925
year_week_432_store_1_category_16,6.672032945461067
year_week_425_store_1_category_17,7.872676543237629
year_week_426_store_1_category_17,7.804240367555564
year_week_427_store_1_category_17,7.833509886775779
year_week_428_store_1_category_17,7.720135998265629
year_week_429_store_1_category_17,7.800193795033612
year_week_430_store_1_category_17,7.742372958893459
year_week_431_store_1_category_17,7.721945057050026
year_week_432_store_1_category_17,7.617202882843556
year_week_425_store_1_category_18,9.681343501555002
year_week_426_store_1_category_18,9.609250711113672
year_week_427_store_1_category_18,9.67357111693449
